Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
28,123,,,36.0,,Dumoulin Samuel,3,"Cofidis, Solutions Cr\xe9dits",,-,3,2009
28,33,,,35.0,11.0,Cancellara Fabian,4,Saxo Bank,,\u25b27,3,2009
22,172,,,31.0,,Bouet Maxime,5,Agritubel,,-,3,2009
25,53,,,30.0,2.0,Farrar Tyler,6,Team Garmin - Slipstream,,\u25bc4,3,2009
26,191,,,26.0,,Lemoine Cyril,7,Skil - Shimano,,-,3,2009
25,175,,,26.0,3.0,Feillu Romain,8,Agritubel,,\u25bc5,3,2009
26,193,,,25.0,9.0,de Kort Koen,9,Skil - Shimano,,-,3,2009
34,122,,,24.0,17.0,Auge St\xe9phane,10,"Cofidis, Solutions Cr\xe9dits",,\u25b27,3,2009
24,76,,,24.0,15.0,Martin Tony,11,Team Columbia - HTC,,\u25b24,3,2009
29,156,,,22.0,,Pineau J\xe9rome,12,Quickstep - Innergetic,,-,3,2009
26,78,,,22.0,19.0,Renshaw Mark,13,Team Columbia - HTC,,\u25b26,3,2009
24,142,,,22.0,5.0,Arashiro Yukiya,14,Bbox Bouygues Telekom,,\u25bc9,3,2009
27,67,,,21.0,,Perez Ruben,15,Euskaltel - Euskadi,,-,3,2009
22,182,,,20.0,6.0,Ciolek Gerald,16,Milram,,\u25bc10,3,2009
27,143,,,19.0,7.0,Bonnet William,17,Bbox Bouygues Telekom,,\u25bc10,3,2009
29,188,,,19.0,,Wegmann Fabian,18,Milram,,-,3,2009
25,89,,,18.0,8.0,Roche Nicolas,19,AG2R La Mondiale,,\u25bc11,3,2009
26,192,,,18.0,,Beppu Fumiyuki,20,Skil - Shimano,,-,3,2009
26,181,,,16.0,,Gerdemann Linus,21,Milram,,-,3,2009
36,74,,,16.0,26.0,Hincapie George,22,Team Columbia - HTC,,\u25b24,3,2009
27,86,,,16.0,10.0,Mondory Lloyd,23,AG2R La Mondiale,,\u25bc13,3,2009
29,27,,,15.0,,Popovych Yaroslav,24,Astana,,-,3,2009
24,168,,,15.0,12.0,Trusov Nikolay,25,Team Katusha,,\u25bc13,3,2009
26,42,,,14.0,13.0,Clement Stef,26,Rabobank ProTeam,,\u25bc13,3,2009
24,196,,,14.0,,Hupond Thierry,27,Skil - Shimano,,-,3,2009
31,134,,,14.0,14.0,Furlan Angelo,28,Lampre - NGC,,\u25bc14,3,2009
26,145,,,13.0,16.0,Haddou Sa\xefd,29,Bbox Bouygues Telekom,,\u25bc13,3,2009
26,21,,,12.0,18.0,Contador Alberto,30,Astana,,\u25bc12,3,2009
25,5,,,11.0,20.0,Haussler Heinrich,31,Cervelo Test Team,,\u25bc11,3,2009
29,58,,,10.0,21.0,Wiggins Bradley,32,Team Garmin - Slipstream,,\u25bc11,3,2009
34,23,,,10.0,22.0,Kl\xf6den Andr\xe9as,33,Astana,,\u25bc11,3,2009
34,83,,,10.0,23.0,Dessel Cyril,34,AG2R La Mondiale,,\u25bc11,3,2009
26,147,,,9.0,24.0,Pichot Alexandre,35,Bbox Bouygues Telekom,,\u25bc11,3,2009
31,75,,,8.0,,Kirchen Kim,36,Team Columbia - HTC,,-,3,2009
24,117,,,8.0,25.0,Rojas Jos\xe9 Joaqu\xedn,37,Caisse d'Epargne,,\u25bc12,3,2009
32,11,,,6.0,27.0,Evans Cadel,38,Silence - Lotto,,\u25bc11,3,2009
26,199,,,6.0,28.0,van Hummel Kenny,39,Skil - Shimano,,\u25bc11,3,2009
26,77,,,5.0,,Monfort Maxime,40,Team Columbia - HTC,,-,3,2009
35,24,,,5.0,29.0,Leipheimer Levi,41,Astana,,\u25bc12,3,2009
26,66,,,5.0,30.0,Perez Alan,42,Euskaltel - Euskadi,,\u25bc12,3,2009
23,93,,,4.0,31.0,Kreuziger Roman,43,Liquigas,,\u25bc12,3,2009
30,151,,,4.0,32.0,Chavanel Sylvain,44,Quickstep - Innergetic,,\u25bc12,3,2009
28,126,,,4.0,,Kern Christophe,45,"Cofidis, Solutions Cr\xe9dits",,-,3,2009
23,194,,,3.0,,Geschke Simon,46,Skil - Shimano,,-,3,2009
35,154,,,3.0,33.0,de Jongh Steven,47,Quickstep - Innergetic,,\u25bc14,3,2009
24,95,,,2.0,34.0,Nibali Vincenzo,48,Liquigas,,\u25bc14,3,2009
32,29,,,2.0,,Zubeldia Haimar,49,Astana,,-,3,2009
29,79,,,1.0,,Rogers Michael,50,Team Columbia - HTC,,-,3,2009
34,165,,,1.0,35.0,Ivanov Serguei,51,Team Katusha,,\u25bc16,3,2009
24,76,8.0,+0:52,,1.0,Martin Tony,1,Team Columbia - HTC,10:38:59 10:38:59,-,4,2009
23,93,15.0,+1:31,,2.0,Kreuziger Roman,2,Liquigas,0:39 0:39,-,4,2009
24,95,19.0,+1:36,,3.0,Nibali Vincenzo,3,Liquigas,0:44 0:44,-,4,2009
24,31,20.0,+1:41,,5.0,Schleck Andy,4,Saxo Bank,0:49 0:49,\u25b21,4,2009
24,96,31.0,+2:50,,19.0,Sabatini Fabio,5,Liquigas,1:58 1:58,\u25b214,4,2009
24,164,39.0,+3:02,,14.0,Ignatyev Mikhail,6,Team Katusha,2:10 2:10,\u25b28,4,2009
22,113,42.0,+3:06,,12.0,Costa Rui,7,Caisse d'Epargne,2:14 2:14,\u25b25,4,2009
25,5,43.0,+3:07,,9.0,Haussler Heinrich,8,Cervelo Test Team,2:15 2:15,\u25b21,4,2009
22,119,46.0,+3:12,,17.0,Uran Rigoberto,9,Caisse d'Epargne,2:20 2:20,\u25b28,4,2009
25,89,48.0,+3:16,,8.0,Roche Nicolas,10,AG2R La Mondiale,2:24 2:24,\u25bc2,4,2009
24,117,51.0,+3:17,,20.0,Rojas Jos\xe9 Joaqu\xedn,11,Caisse d'Epargne,2:25 2:25,\u25b29,4,2009
24,71,60.0,+3:33,,29.0,Cavendish Mark,12,Team Columbia - HTC,2:41 2:41,\u25b217,4,2009
23,46,62.0,+3:36,,7.0,Gesink Robert,13,Rabobank ProTeam,2:44 2:44,\u25bc6,4,2009
24,37,63.0,+3:36,,33.0,S\xf8rensen Chris Anker,14,Saxo Bank,",, 2:44",\u25b219,4,2009
24,168,68.0,+3:47,,28.0,Trusov Nikolay,15,Team Katusha,2:55 2:55,\u25b213,4,2009
22,102,84.0,+4:17,,10.0,Coppel J\xe9rome,16,Fran\xe7aise des Jeux,3:25 3:25,\u25bc6,4,2009
24,187,88.0,+4:27,,13.0,Velits Peter,17,Milram,3:35 3:35,\u25bc4,4,2009
24,184,89.0,+4:28,,15.0,Fr\xf6hlinger Johannes,18,Milram,3:36 3:36,\u25bc3,4,2009
23,12,93.0,+4:31,,21.0,Delage Micka\xebl,19,Silence - Lotto,3:39 3:39,\u25b22,4,2009
24,16,103.0,+4:51,,26.0,Van Avermaet Greg,20,Silence - Lotto,3:59 3:59,\u25b26,4,2009
23,139,110.0,+5:05,,16.0,Spilak Simon,21,Lampre - NGC,4:13 4:13,\u25bc5,4,2009
22,182,113.0,+5:11,,27.0,Ciolek Gerald,22,Milram,4:19 4:19,\u25b25,4,2009
22,172,114.0,+5:16,,4.0,Bouet Maxime,23,Agritubel,4:24 4:24,\u25bc19,4,2009
25,53,123.0,+5:57,,18.0,Farrar Tyler,24,Team Garmin - Slipstream,5:05 5:05,\u25bc6,4,2009
24,137,132.0,+6:17,,34.0,Santambrogio Mauro,25,Lampre - NGC,5:25 5:25,\u25b29,4,2009
24,196,136.0,+6:33,,6.0,Hupond Thierry,26,Skil - Shimano,5:41 5:41,\u25bc20,4,2009
24,142,141.0,+6:49,,24.0,Arashiro Yukiya,27,Bbox Bouygues Telekom,5:57 5:57,\u25bc3,4,2009
23,174,147.0,+7:15,,35.0,Feillu Brice,28,Agritubel,6:23 6:23,\u25b27,4,2009
22,148,148.0,+7:18,,30.0,Rolland Pierre,29,Bbox Bouygues Telekom,6:26 6:26,\u25b21,4,2009
25,169,149.0,+7:22,,25.0,Vandenbergh Stijn,30,Team Katusha,6:30 6:30,\u25bc5,4,2009
23,194,152.0,+7:26,,22.0,Geschke Simon,31,Skil - Shimano,6:34 6:34,\u25bc9,4,2009
25,149,153.0,+7:26,,32.0,Trofimov Yuri,32,Bbox Bouygues Telekom,",, 6:34",-,4,2009
24,195,154.0,+7:29,,23.0,Hivert Jonathan,33,Skil - Shimano,6:37 6:37,\u25bc10,4,2009
25,186,156.0,+7:42,,11.0,Terpstra Niki,34,Milram,6:50 6:50,\u25bc23,4,2009
25,132,158.0,+7:51,,36.0,Bandiera Marco,35,Lampre - NGC,6:59 6:59,\u25b21,4,2009
25,175,170.0,+10:07,,31.0,Feillu Romain,36,Agritubel,9:15 9:15,\u25bc5,4,2009
24,198,173.0,+11:09,,37.0,Timmer Albert,37,Skil - Shimano,10:17 10:17,-,4,2009
24,71,,,96.0,1.0,Cavendish Mark,1,Team Columbia - HTC,,-,5,2009
31,6,,,70.0,2.0,Hushovd Thor,2,Cervelo Test Team,,-,5,2009
25,53,,,54.0,6.0,Farrar Tyler,3,Team Garmin - Slipstream,,\u25b23,5,2009
22,182,,,42.0,16.0,Ciolek Gerald,4,Milram,,\u25b212,5,2009
30,141,,,41.0,,Voeckler Thomas,5,Bbox Bouygues Telekom,,-,5,2009
25,175,,,39.0,8.0,Feillu Romain,6,Agritubel,,\u25b22,5,2009
28,33,,,37.0,4.0,Cancellara Fabian,7,Saxo Bank,,\u25bc3,5,2009
28,123,,,36.0,3.0,Dumoulin Samuel,8,"Cofidis, Solutions Cr\xe9dits",,\u25bc5,5,2009
24,164,,,34.0,,Ignatyev Mikhail,9,Team Katusha,,-,5,2009
27,86,,,34.0,23.0,Mondory Lloyd,10,AG2R La Mondiale,,\u25b213,5,2009
22,172,,,31.0,5.0,Bouet Maxime,11,Agritubel,,\u25bc6,5,2009
24,142,,,30.0,14.0,Arashiro Yukiya,12,Bbox Bouygues Telekom,,\u25b22,5,2009
31,134,,,29.0,28.0,Furlan Angelo,13,Lampre - NGC,,\u25b215,5,2009
26,78,,,28.0,13.0,Renshaw Mark,14,Team Columbia - HTC,,\u25bc1,5,2009
24,117,,,27.0,38.0,Rojas Jos\xe9 Joaqu\xedn,15,Caisse d'Epargne,,\u25b223,5,2009
26,191,,,26.0,7.0,Lemoine Cyril,16,Skil - Shimano,,\u25bc9,5,2009
26,193,,,25.0,9.0,de Kort Koen,17,Skil - Shimano,,\u25bc8,5,2009
34,122,,,24.0,10.0,Auge St\xe9phane,18,"Cofidis, Solutions Cr\xe9dits",,\u25bc8,5,2009
24,76,,,24.0,11.0,Martin Tony,19,Team Columbia - HTC,,\u25bc8,5,2009
29,156,,,22.0,12.0,Pineau J\xe9rome,20,Quickstep - Innergetic,,\u25bc8,5,2009
27,67,,,21.0,15.0,Perez Ruben,21,Euskaltel - Euskadi,,\u25bc6,5,2009
28,166,,,20.0,,Napolitano Danilo,22,Team Katusha,,-,5,2009
34,23,,,19.0,32.0,Kl\xf6den Andr\xe9as,23,Astana,,\u25b29,5,2009
27,143,,,19.0,17.0,Bonnet William,24,Bbox Bouygues Telekom,,\u25bc7,5,2009
29,188,,,19.0,18.0,Wegmann Fabian,25,Milram,,\u25bc7,5,2009
25,89,,,18.0,19.0,Roche Nicolas,26,AG2R La Mondiale,,\u25bc7,5,2009
26,192,,,18.0,20.0,Beppu Fumiyuki,27,Skil - Shimano,,\u25bc7,5,2009
26,199,,,18.0,40.0,van Hummel Kenny,28,Skil - Shimano,,\u25b212,5,2009
33,44,,,17.0,,Freire Oscar,29,Rabobank ProTeam,,-,5,2009
36,74,,,16.0,21.0,Hincapie George,30,Team Columbia - HTC,,\u25bc9,5,2009
26,181,,,16.0,22.0,Gerdemann Linus,31,Milram,,\u25bc9,5,2009
29,27,,,15.0,24.0,Popovych Yaroslav,32,Astana,,\u25bc8,5,2009
24,168,,,15.0,25.0,Trusov Nikolay,33,Team Katusha,,\u25bc8,5,2009
26,42,,,14.0,26.0,Clement Stef,34,Rabobank ProTeam,,\u25bc8,5,2009
29,124,,,14.0,,Duque Leonardo,35,"Cofidis, Solutions Cr\xe9dits",,-,5,2009
24,196,,,14.0,27.0,Hupond Thierry,36,Skil - Shimano,,\u25bc9,5,2009
26,145,,,13.0,29.0,Haddou Sa\xefd,37,Bbox Bouygues Telekom,,\u25bc8,5,2009
33,138,,,12.0,,Sapa Marcin,38,Lampre - NGC,,-,5,2009
26,21,,,12.0,30.0,Contador Alberto,39,Astana,,\u25bc9,5,2009
23,93,,,11.0,44.0,Kreuziger Roman,40,Liquigas,,\u25b24,5,2009
25,5,,,11.0,31.0,Haussler Heinrich,41,Cervelo Test Team,,\u25bc10,5,2009
24,198,,,11.0,,Timmer Albert,42,Skil - Shimano,,-,5,2009
29,103,,,10.0,,Geslin Anthony,43,Fran\xe7aise des Jeux,,-,5,2009
29,58,,,10.0,33.0,Wiggins Bradley,44,Team Garmin - Slipstream,,\u25bc11,5,2009
34,83,,,10.0,34.0,Dessel Cyril,45,AG2R La Mondiale,,\u25bc11,5,2009
27,63,,,10.0,,Fern\xe1ndez Koldo,46,Euskaltel - Euskadi,,-,5,2009
26,147,,,9.0,35.0,Pichot Alexandre,47,Bbox Bouygues Telekom,,\u25bc12,5,2009
37,22,,,8.0,36.0,Armstrong Lance,48,Astana,,\u25bc12,5,2009
31,75,,,8.0,37.0,Kirchen Kim,49,Team Columbia - HTC,,\u25bc12,5,2009
32,11,,,6.0,39.0,Evans Cadel,50,Silence - Lotto,,\u25bc11,5,2009
35,24,,,5.0,41.0,Leipheimer Levi,51,Astana,,\u25bc10,5,2009
26,77,,,5.0,42.0,Monfort Maxime,52,Team Columbia - HTC,,\u25bc10,5,2009
28,153,,,5.0,,Boonen Tom,53,Quickstep - Innergetic,,-,5,2009
26,66,,,5.0,43.0,Perez Alan,54,Euskaltel - Euskadi,,\u25bc11,5,2009
24,96,,,4.0,,Sabatini Fabio,55,Liquigas,,-,5,2009
30,151,,,4.0,45.0,Chavanel Sylvain,56,Quickstep - Innergetic,,\u25bc11,5,2009
28,126,,,4.0,46.0,Kern Christophe,57,"Cofidis, Solutions Cr\xe9dits",,\u25bc11,5,2009
25,104,,,4.0,,Hutarovich Yauheni,58,Fran\xe7aise des Jeux,,-,5,2009
23,12,,,3.0,,Delage Micka\xebl,59,Silence - Lotto,,-,5,2009
23,194,,,3.0,47.0,Geschke Simon,60,Skil - Shimano,,\u25bc13,5,2009
35,154,,,3.0,48.0,de Jongh Steven,61,Quickstep - Innergetic,,\u25bc13,5,2009
32,29,,,2.0,49.0,Zubeldia Haimar,62,Astana,,\u25bc13,5,2009
24,95,,,2.0,50.0,Nibali Vincenzo,63,Liquigas,,\u25bc13,5,2009
29,79,,,1.0,51.0,Rogers Michael,64,Team Columbia - HTC,,\u25bc13,5,2009
37,39,,,1.0,,Voigt Jens,65,Saxo Bank,,-,5,2009
34,165,,,1.0,52.0,Ivanov Serguei,66,Team Katusha,,\u25bc14,5,2009
24,71,,,106.0,1.0,Cavendish Mark,1,Team Columbia - HTC,,-,6,2009
31,6,,,105.0,2.0,Hushovd Thor,2,Cervelo Test Team,,-,6,2009
22,182,,,66.0,4.0,Ciolek Gerald,3,Milram,,\u25b21,6,2009
25,53,,,54.0,3.0,Farrar Tyler,4,Team Garmin - Slipstream,,\u25bc1,6,2009
28,33,,,53.0,7.0,Cancellara Fabian,5,Saxo Bank,,\u25b22,6,2009
24,117,,,53.0,15.0,Rojas Jos\xe9 Joaqu\xedn,6,Caisse d'Epargne,,\u25b29,6,2009
33,44,,,47.0,29.0,Freire Oscar,7,Rabobank ProTeam,,\u25b222,6,2009
30,141,,,41.0,5.0,Voeckler Thomas,8,Bbox Bouygues Telekom,,\u25bc3,6,2009
25,175,,,39.0,6.0,Feillu Romain,9,Agritubel,,\u25bc3,6,2009
28,123,,,36.0,8.0,Dumoulin Samuel,10,"Cofidis, Solutions Cr\xe9dits",,\u25bc2,6,2009
34,23,,,34.0,23.0,Kl\xf6den Andr\xe9as,11,Astana,,\u25b212,6,2009
27,86,,,34.0,10.0,Mondory Lloyd,12,AG2R La Mondiale,,\u25bc2,6,2009
24,164,,,34.0,9.0,Ignatyev Mikhail,13,Team Katusha,,\u25bc4,6,2009
25,89,,,32.0,26.0,Roche Nicolas,14,AG2R La Mondiale,,\u25b212,6,2009
22,172,,,31.0,11.0,Bouet Maxime,15,Agritubel,,\u25bc4,6,2009
29,156,,,31.0,20.0,Pineau J\xe9rome,16,Quickstep - Innergetic,,\u25b24,6,2009
34,122,,,30.0,18.0,Auge St\xe9phane,17,"Cofidis, Solutions Cr\xe9dits",,\u25b21,6,2009
24,142,,,30.0,12.0,Arashiro Yukiya,18,Bbox Bouygues Telekom,,\u25bc6,6,2009
31,134,,,29.0,13.0,Furlan Angelo,19,Lampre - NGC,,\u25bc6,6,2009
26,78,,,28.0,14.0,Renshaw Mark,20,Team Columbia - HTC,,\u25bc6,6,2009
26,191,,,26.0,16.0,Lemoine Cyril,21,Skil - Shimano,,\u25bc5,6,2009
26,193,,,25.0,17.0,de Kort Koen,22,Skil - Shimano,,\u25bc5,6,2009
24,76,,,24.0,19.0,Martin Tony,23,Team Columbia - HTC,,\u25bc4,6,2009
36,74,,,24.0,30.0,Hincapie George,24,Team Columbia - HTC,,\u25b26,6,2009
32,11,,,23.0,50.0,Evans Cadel,25,Silence - Lotto,,\u25b225,6,2009
31,91,,,22.0,,Pellizotti Franco,26,Liquigas,,-,6,2009
27,67,,,21.0,21.0,Perez Ruben,27,Euskaltel - Euskadi,,\u25bc6,6,2009
26,181,,,21.0,31.0,Gerdemann Linus,28,Milram,,\u25b23,6,2009
30,151,,,20.0,56.0,Chavanel Sylvain,29,Quickstep - Innergetic,,\u25b227,6,2009
27,167,,,20.0,,Pozzato Filippo,30,Team Katusha,,-,6,2009
28,166,,,20.0,22.0,Napolitano Danilo,31,Team Katusha,,\u25bc9,6,2009
29,131,,,19.0,,Ballan Alessandro,32,Lampre - NGC,,-,6,2009
29,188,,,19.0,25.0,Wegmann Fabian,33,Milram,,\u25bc8,6,2009
27,143,,,19.0,24.0,Bonnet William,34,Bbox Bouygues Telekom,,\u25bc10,6,2009
23,93,,,18.0,40.0,Kreuziger Roman,35,Liquigas,,\u25b25,6,2009
31,87,,,18.0,,Nocentini Rinaldo,36,AG2R La Mondiale,,-,6,2009
26,192,,,18.0,27.0,Beppu Fumiyuki,37,Skil - Shimano,,\u25bc10,6,2009
26,199,,,18.0,28.0,van Hummel Kenny,38,Skil - Shimano,,\u25bc10,6,2009
26,21,,,15.0,39.0,Contador Alberto,39,Astana,,-,6,2009
29,27,,,15.0,32.0,Popovych Yaroslav,40,Astana,,\u25bc8,6,2009
24,168,,,15.0,33.0,Trusov Nikolay,41,Team Katusha,,\u25bc8,6,2009
26,42,,,14.0,34.0,Clement Stef,42,Rabobank ProTeam,,\u25bc8,6,2009
24,95,,,14.0,63.0,Nibali Vincenzo,43,Liquigas,,\u25b220,6,2009
29,124,,,14.0,35.0,Duque Leonardo,44,"Cofidis, Solutions Cr\xe9dits",,\u25bc9,6,2009
24,196,,,14.0,36.0,Hupond Thierry,45,Skil - Shimano,,\u25bc9,6,2009
24,31,,,13.0,,Schleck Andy,46,Saxo Bank,,-,6,2009
26,145,,,13.0,37.0,Haddou Sa\xefd,47,Bbox Bouygues Telekom,,\u25bc10,6,2009
33,138,,,12.0,38.0,Sapa Marcin,48,Lampre - NGC,,\u25bc10,6,2009
29,58,,,12.0,44.0,Wiggins Bradley,49,Team Garmin - Slipstream,,\u25bc5,6,2009
35,24,,,11.0,51.0,Leipheimer Levi,50,Astana,,\u25b21,6,2009
27,157,,,11.0,,Rosseler Sebastien,51,Quickstep - Innergetic,,-,6,2009
25,5,,,11.0,41.0,Haussler Heinrich,52,Cervelo Test Team,,\u25bc11,6,2009
24,198,,,11.0,42.0,Timmer Albert,53,Skil - Shimano,,\u25bc11,6,2009
32,56,,,10.0,,Millar David,54,Team Garmin - Slipstream,,-,6,2009
29,103,,,10.0,43.0,Geslin Anthony,55,Fran\xe7aise des Jeux,,\u25bc12,6,2009
34,83,,,10.0,45.0,Dessel Cyril,56,AG2R La Mondiale,,\u25bc11,6,2009
27,63,,,10.0,46.0,Fern\xe1ndez Koldo,57,Euskaltel - Euskadi,,\u25bc11,6,2009
26,147,,,9.0,47.0,Pichot Alexandre,58,Bbox Bouygues Telekom,,\u25bc11,6,2009
37,22,,,8.0,48.0,Armstrong Lance,59,Astana,,\u25bc11,6,2009
31,75,,,8.0,49.0,Kirchen Kim,60,Team Columbia - HTC,,\u25bc11,6,2009
26,77,,,5.0,52.0,Monfort Maxime,61,Team Columbia - HTC,,\u25bc9,6,2009
28,153,,,5.0,53.0,Boonen Tom,62,Quickstep - Innergetic,,\u25bc9,6,2009
26,66,,,5.0,54.0,Perez Alan,63,Euskaltel - Euskadi,,\u25bc9,6,2009
24,16,,,4.0,,Van Avermaet Greg,64,Silence - Lotto,,-,6,2009
26,68,,,4.0,,Txurruka Amets,65,Euskaltel - Euskadi,,-,6,2009
24,96,,,4.0,55.0,Sabatini Fabio,66,Liquigas,,\u25bc11,6,2009
28,126,,,4.0,57.0,Kern Christophe,67,"Cofidis, Solutions Cr\xe9dits",,\u25bc10,6,2009
25,104,,,4.0,58.0,Hutarovich Yauheni,68,Fran\xe7aise des Jeux,,\u25bc10,6,2009
23,12,,,3.0,59.0,Delage Micka\xebl,69,Silence - Lotto,,\u25bc10,6,2009
23,194,,,3.0,60.0,Geschke Simon,70,Skil - Shimano,,\u25bc10,6,2009
35,154,,,3.0,61.0,de Jongh Steven,71,Quickstep - Innergetic,,\u25bc10,6,2009
32,29,,,2.0,62.0,Zubeldia Haimar,72,Astana,,\u25bc10,6,2009
37,39,,,1.0,65.0,Voigt Jens,73,Saxo Bank,,\u25bc8,6,2009
29,36,,,1.0,,Schleck Fr\xe4nk,74,Saxo Bank,,-,6,2009
34,165,,,1.0,66.0,Ivanov Serguei,75,Team Katusha,,\u25bc9,6,2009
29,79,,,1.0,64.0,Rogers Michael,76,Team Columbia - HTC,,\u25bc12,6,2009
24,71,,,106.0,1.0,Cavendish Mark,1,Team Columbia - HTC,,-,7,2009
31,6,,,105.0,2.0,Hushovd Thor,2,Cervelo Test Team,,-,7,2009
22,182,,,66.0,3.0,Ciolek Gerald,3,Milram,,-,7,2009
25,53,,,54.0,4.0,Farrar Tyler,4,Team Garmin - Slipstream,,-,7,2009
28,33,,,53.0,5.0,Cancellara Fabian,5,Saxo Bank,,-,7,2009
24,117,,,53.0,6.0,Rojas Jos\xe9 Joaqu\xedn,6,Caisse d'Epargne,,-,7,2009
33,44,,,47.0,7.0,Freire Oscar,7,Rabobank ProTeam,,-,7,2009
29,156,,,46.0,16.0,Pineau J\xe9rome,8,Quickstep - Innergetic,,\u25b28,7,2009
30,141,,,41.0,8.0,Voeckler Thomas,9,Bbox Bouygues Telekom,,\u25bc1,7,2009
25,175,,,39.0,9.0,Feillu Romain,10,Agritubel,,\u25bc1,7,2009
28,123,,,36.0,10.0,Dumoulin Samuel,11,"Cofidis, Solutions Cr\xe9dits",,\u25bc1,7,2009
34,23,,,34.0,11.0,Kl\xf6den Andr\xe9as,12,Astana,,\u25bc1,7,2009
27,86,,,34.0,12.0,Mondory Lloyd,13,AG2R La Mondiale,,\u25bc1,7,2009
24,164,,,34.0,13.0,Ignatyev Mikhail,14,Team Katusha,,\u25bc1,7,2009
25,89,,,32.0,14.0,Roche Nicolas,15,AG2R La Mondiale,,\u25bc1,7,2009
22,172,,,31.0,15.0,Bouet Maxime,16,Agritubel,,\u25bc1,7,2009
31,87,,,31.0,36.0,Nocentini Rinaldo,17,AG2R La Mondiale,,\u25b219,7,2009
