Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,\u25bc\u25b2,stage,year
29,146,,,5.0,,Magnien Emmanuel,27,La Fran\xe7aise des Jeux,,-,2,2000
31,11,,,5.0,6.0,Z\xfclle Alex,28,Banesto,,\u25bc22,2,2000
32,84,,,4.0,,Chanteur Pascal,29,AG2R Prevoyance,,-,2,2000
34,3,,,4.0,7.0,Ekimov Viatcheslav,30,US Postal Service,,\u25bc23,2,2000
25,143,,,3.0,,Gwiazdowski Grzegorz,31,La Fran\xe7aise des Jeux,,-,2,2000
31,72,,,3.0,8.0,Borgheresi Simone,32,Mercatone Uno - Albacom,,\u25bc24,2,2000
29,4,,,2.0,9.0,Hamilton Tyler,33,US Postal Service,,\u25bc24,2,2000
24,123,,,2.0,,Lefevre Laurent,34,Cofidis,,-,2,2000
28,42,,,1.0,,Boven Jan,35,Rabobank ProTeam,,-,2,2000
28,37,,,70.0,1.0,Steels Tom,1,Mapei - Quickstep,,-,3,2000
26,177,,,54.0,2.0,O'Grady Stuart,2,Cr\xe9dit Agricole,,-,3,2000
32,109,,,52.0,6.0,W\xfcst Marcel,3,Festina - Lotus,,\u25b23,3,2000
29,69,,,52.0,4.0,Zabel Erik,4,Team Telekom,,-,3,2000
27,181,,,41.0,5.0,Vainsteins Romans,5,Vini Caldirola - Sidermec,,-,3,2000
30,114,,,40.0,12.0,Koerts Jans,6,Farm Frites,,\u25b26,3,2000
31,199,,,38.0,9.0,Simon Fran\xe7ois,7,Bonjour,,\u25b22,3,2000
24,97,,,36.0,7.0,Pieri Dario,8,Saeco,,\u25bc1,3,2000
30,81,,,33.0,15.0,Kirsipuu Jaan,9,AG2R Prevoyance,,\u25b26,3,2000
24,187,,,31.0,11.0,Klemencic Zoran,10,Vini Caldirola - Sidermec,,\u25b21,3,2000
28,117,,,29.0,8.0,McEwen Robbie,11,Farm Frites,,\u25bc3,3,2000
23,127,,,26.0,3.0,Millar David,12,Cofidis,,\u25bc9,3,2000
33,135,,,26.0,18.0,Durand Jacky,13,Lotto - Adecco,,\u25b25,3,2000
31,147,,,23.0,14.0,Mengin Christophe,14,La Fran\xe7aise des Jeux,,-,3,2000
26,196,,,20.0,,Nazon Damien,15,Bonjour,,-,3,2000
29,43,,,19.0,10.0,Dekker Erik,16,Rabobank ProTeam,,\u25bc6,3,2000
26,61,,,18.0,21.0,Ullrich Jan,17,Team Telekom,,\u25b24,3,2000
29,146,,,17.0,27.0,Magnien Emmanuel,18,La Fran\xe7aise des Jeux,,\u25b29,3,2000
28,179,,,16.0,,Voigt Jens,19,Cr\xe9dit Agricole,,-,3,2000
31,39,,,15.0,,Zanini Stefano,20,Mapei - Quickstep,,-,3,2000
26,49,,,15.0,13.0,Zberg Markus,21,Rabobank ProTeam,,\u25bc8,3,2000
27,162,,,14.0,,Blaudzun Michael,22,MemoryCard - Jack & Jones,,-,3,2000
35,74,,,12.0,16.0,Fontanelli Fabiano,24,Mercatone Uno - Albacom,,\u25bc8,3,2000
30,166,,,12.0,24.0,Piziks Arvis,25,MemoryCard - Jack & Jones,,\u25bc1,3,2000
27,197,,,12.0,25.0,Perreaudeau Olivier,26,Bonjour,,\u25bc1,3,2000
31,51,,,11.0,22.0,Jalabert Laurent,27,O.N.C.E. - Deutsche Bank,,\u25bc5,3,2000
30,182,,,11.0,,Apollonio Massimo,28,Vini Caldirola - Sidermec,,-,3,2000
30,163,,,11.0,19.0,Hoffman Tristan,29,MemoryCard - Jack & Jones,,\u25bc10,3,2000
23,149,,,10.0,20.0,Nazon Jean-Patrick,30,La Fran\xe7aise des Jeux,,\u25bc10,3,2000
27,144,,,9.0,,H\xf8j Frank,31,La Fran\xe7aise des Jeux,,-,3,2000
26,95,,,8.0,23.0,Mori Massimiliano,32,Saeco,,\u25bc9,3,2000
25,52,,,6.0,26.0,Ca\xf1ada David,33,O.N.C.E. - Deutsche Bank,,\u25bc7,3,2000
32,84,,,6.0,29.0,Chanteur Pascal,34,AG2R Prevoyance,,\u25bc5,3,2000
31,11,,,5.0,28.0,Z\xfclle Alex,35,Banesto,,\u25bc7,3,2000
34,3,,,4.0,30.0,Ekimov Viatcheslav,36,US Postal Service,,\u25bc6,3,2000
28,105,,,4.0,,Javier Hernandez Jaime,37,Festina - Lotus,,-,3,2000
31,72,,,3.0,32.0,Borgheresi Simone,38,Mercatone Uno - Albacom,,\u25bc6,3,2000
24,112,,,3.0,,Klier Andreas,39,Farm Frites,,-,3,2000
25,143,,,3.0,31.0,Gwiazdowski Grzegorz,40,La Fran\xe7aise des Jeux,,\u25bc9,3,2000
29,4,,,2.0,33.0,Hamilton Tyler,41,US Postal Service,,\u25bc8,3,2000
24,123,,,2.0,34.0,Lefevre Laurent,42,Cofidis,,\u25bc8,3,2000
28,42,,,1.0,35.0,Boven Jan,43,Rabobank ProTeam,,\u25bc8,3,2000
25,52,2.0,+0:12,,2.0,Ca\xf1ada David,1,O.N.C.E. - Deutsche Bank,10:09:22 10:09:22,\u25b21,4,2000
21,54,7.0,+0:49,,3.0,Guti\xe9rrez Jos\xe9 Iv\xe1n,2,O.N.C.E. - Deutsche Bank,0:37 0:37,\u25b21,4,2000
25,172,20.0,+2:19,,7.0,B\xe4ckstedt Magnus,3,Cr\xe9dit Agricole,2:07 2:07,\u25b24,4,2000
23,127,24.0,+2:27,,1.0,Millar David,4,Cofidis,2:15 2:15,\u25bc3,4,2000
24,46,43.0,+3:38,,11.0,Niermann Grischa,5,Rabobank ProTeam,3:26 3:26,\u25b26,4,2000
25,128,65.0,+4:54,,14.0,Moncouti\xe9 David,6,Cofidis,4:42 4:42,\u25b28,4,2000
24,6,72.0,+5:14,,6.0,Joachim Benoit,7,US Postal Service,5:02 5:02,\u25bc1,4,2000
24,16,74.0,+5:18,,8.0,Mancebo Francisco,8,Banesto,5:06 5:06,-,4,2000
24,97,87.0,+5:44,,4.0,Pieri Dario,9,Saeco,5:32 5:32,\u25bc5,4,2000
24,189,105.0,+6:26,,5.0,Trentin Guido,10,Vini Caldirola - Sidermec,6:14 6:14,\u25bc5,4,2000
25,93,106.0,+6:27,,9.0,Commesso Salvatore,11,Saeco,6:15 6:15,\u25bc2,4,2000
24,148,140.0,+7:37,,12.0,Montgomery Sven,12,La Fran\xe7aise des Jeux,7:25 7:25,-,4,2000
24,187,141.0,+7:40,,13.0,Klemencic Zoran,13,Vini Caldirola - Sidermec,7:28 7:28,-,4,2000
24,123,149.0,+8:15,,10.0,Lefevre Laurent,14,Cofidis,8:03 8:03,\u25bc4,4,2000
24,112,157.0,+8:31,,15.0,Klier Andreas,15,Farm Frites,8:19 8:19,-,4,2000
23,149,173.0,+11:34,,16.0,Nazon Jean-Patrick,16,La Fran\xe7aise des Jeux,11:22 11:22,-,4,2000
24,157,177.0,+23:59,,17.0,Mateos perez Rafael,17,Polti,23:47 23:47,-,4,2000
28,37,,,94.0,1.0,Steels Tom,1,Mapei - Quickstep,,-,5,2000
32,109,,,87.0,3.0,W\xfcst Marcel,2,Festina - Lotus,,\u25b21,5,2000
29,69,,,84.0,4.0,Zabel Erik,3,Team Telekom,,\u25b21,5,2000
26,177,,,72.0,2.0,O'Grady Stuart,4,Cr\xe9dit Agricole,,\u25bc2,5,2000
30,114,,,59.0,6.0,Koerts Jans,5,Farm Frites,,\u25b21,5,2000
27,181,,,58.0,5.0,Vainsteins Romans,6,Vini Caldirola - Sidermec,,\u25bc1,5,2000
28,117,,,49.0,11.0,McEwen Robbie,7,Farm Frites,,\u25b24,5,2000
24,97,,,47.0,8.0,Pieri Dario,8,Saeco,,-,5,2000
31,199,,,45.0,7.0,Simon Fran\xe7ois,9,Bonjour,,\u25bc2,5,2000
31,39,,,41.0,21.0,Zanini Stefano,10,Mapei - Quickstep,,\u25b211,5,2000
30,81,,,35.0,9.0,Kirsipuu Jaan,11,AG2R Prevoyance,,\u25bc2,5,2000
29,146,,,33.0,18.0,Magnien Emmanuel,12,La Fran\xe7aise des Jeux,,\u25b26,5,2000
28,179,,,32.0,19.0,Voigt Jens,13,Cr\xe9dit Agricole,,\u25b26,5,2000
24,187,,,31.0,10.0,Klemencic Zoran,14,Vini Caldirola - Sidermec,,\u25bc4,5,2000
26,196,,,29.0,15.0,Nazon Damien,15,Bonjour,,-,5,2000
23,127,,,26.0,12.0,Millar David,16,Cofidis,,\u25bc4,5,2000
26,61,,,26.0,17.0,Ullrich Jan,17,Team Telekom,,-,5,2000
33,135,,,26.0,13.0,Durand Jacky,18,Lotto - Adecco,,\u25bc5,5,2000
30,166,,,24.0,25.0,Piziks Arvis,19,MemoryCard - Jack & Jones,,\u25b26,5,2000
26,95,,,23.0,32.0,Mori Massimiliano,20,Saeco,,\u25b212,5,2000
31,147,,,23.0,14.0,Mengin Christophe,21,La Fran\xe7aise des Jeux,,\u25bc7,5,2000
25,93,,,22.0,,Commesso Salvatore,22,Saeco,,-,5,2000
29,43,,,19.0,16.0,Dekker Erik,23,Rabobank ProTeam,,\u25bc7,5,2000
25,143,,,16.0,40.0,Gwiazdowski Grzegorz,24,La Fran\xe7aise des Jeux,,\u25b216,5,2000
26,49,,,15.0,20.0,Zberg Markus,25,Rabobank ProTeam,,\u25bc5,5,2000
28,125,,,14.0,,Mattan Nico,26,Cofidis,,-,5,2000
27,162,,,14.0,22.0,Blaudzun Michael,27,MemoryCard - Jack & Jones,,\u25bc5,5,2000
35,74,,,12.0,24.0,Fontanelli Fabiano,29,Mercatone Uno - Albacom,,\u25bc5,5,2000
27,197,,,12.0,26.0,Perreaudeau Olivier,30,Bonjour,,\u25bc4,5,2000
31,51,,,11.0,27.0,Jalabert Laurent,31,O.N.C.E. - Deutsche Bank,,\u25bc4,5,2000
30,182,,,11.0,29.0,Apollonio Massimo,32,Vini Caldirola - Sidermec,,\u25bc3,5,2000
30,163,,,11.0,28.0,Hoffman Tristan,33,MemoryCard - Jack & Jones,,\u25bc5,5,2000
28,41,,,10.0,,Boogerd Michael,34,Rabobank ProTeam,,-,5,2000
23,149,,,10.0,30.0,Nazon Jean-Patrick,35,La Fran\xe7aise des Jeux,,\u25bc5,5,2000
26,134,,,10.0,,Demarbaix Sebastien,36,Lotto - Adecco,,-,5,2000
27,144,,,9.0,31.0,H\xf8j Frank,37,La Fran\xe7aise des Jeux,,\u25bc6,5,2000
26,118,,,8.0,,Moerenhout Koos,38,Farm Frites,,-,5,2000
25,52,,,6.0,33.0,Ca\xf1ada David,39,O.N.C.E. - Deutsche Bank,,\u25bc6,5,2000
27,56,,,6.0,,Luttenberger Peter,40,O.N.C.E. - Deutsche Bank,,-,5,2000
32,84,,,6.0,34.0,Chanteur Pascal,41,AG2R Prevoyance,,\u25bc7,5,2000
32,11,,,5.0,35.0,Z\xfclle Alex,42,Banesto,,\u25bc7,5,2000
31,116,,,5.0,,Magnusson Glenn,43,Farm Frites,,-,5,2000
34,3,,,4.0,36.0,Ekimov Viatcheslav,44,US Postal Service,,\u25bc8,5,2000
25,121,,,4.0,,Vandenbroucke Frank,45,Cofidis,,-,5,2000
28,105,,,4.0,37.0,Javier Hernandez Jaime,46,Festina - Lotus,,\u25bc9,5,2000
31,72,,,3.0,38.0,Borgheresi Simone,47,Mercatone Uno - Albacom,,\u25bc9,5,2000
29,64,,,3.0,,Fagnini Gian-matteo,48,Team Telekom,,-,5,2000
24,112,,,3.0,39.0,Klier Andreas,49,Farm Frites,,\u25bc10,5,2000
29,4,,,2.0,41.0,Hamilton Tyler,50,US Postal Service,,\u25bc9,5,2000
24,123,,,2.0,42.0,Lefevre Laurent,51,Cofidis,,\u25bc9,5,2000
28,42,,,1.0,43.0,Boven Jan,52,Rabobank ProTeam,,\u25bc9,5,2000
28,37,,,100.0,1.0,Steels Tom,1,Mapei - Quickstep,,-,6,2000
32,109,,,99.0,2.0,W\xfcst Marcel,2,Festina - Lotus,,-,6,2000
29,69,,,94.0,3.0,Zabel Erik,3,Team Telekom,,-,6,2000
26,177,,,72.0,4.0,O'Grady Stuart,4,Cr\xe9dit Agricole,,-,6,2000
30,114,,,68.0,5.0,Koerts Jans,5,Farm Frites,,-,6,2000
28,117,,,62.0,7.0,McEwen Robbie,6,Farm Frites,,\u25b21,6,2000
29,146,,,59.0,12.0,Magnien Emmanuel,7,La Fran\xe7aise des Jeux,,\u25b25,6,2000
27,181,,,58.0,6.0,Vainsteins Romans,8,Vini Caldirola - Sidermec,,\u25bc2,6,2000
25,93,,,56.0,22.0,Commesso Salvatore,9,Saeco,,\u25b213,6,2000
33,135,,,49.0,18.0,Durand Jacky,10,Lotto - Adecco,,\u25b28,6,2000
24,97,,,47.0,8.0,Pieri Dario,11,Saeco,,\u25bc3,6,2000
31,39,,,46.0,10.0,Zanini Stefano,12,Mapei - Quickstep,,\u25bc2,6,2000
30,166,,,46.0,19.0,Piziks Arvis,13,MemoryCard - Jack & Jones,,\u25b26,6,2000
26,49,,,45.0,25.0,Zberg Markus,14,Rabobank ProTeam,,\u25b211,6,2000
31,199,,,45.0,9.0,Simon Fran\xe7ois,15,Bonjour,,\u25bc6,6,2000
26,196,,,37.0,15.0,Nazon Damien,16,Bonjour,,\u25bc1,6,2000
28,47,,,35.0,,van Bon L\xe9on,17,Rabobank ProTeam,,-,6,2000
30,81,,,35.0,11.0,Kirsipuu Jaan,18,AG2R Prevoyance,,\u25bc7,6,2000
28,179,,,32.0,13.0,Voigt Jens,19,Cr\xe9dit Agricole,,\u25bc6,6,2000
24,187,,,31.0,14.0,Klemencic Zoran,20,Vini Caldirola - Sidermec,,\u25bc6,6,2000
23,127,,,26.0,16.0,Millar David,21,Cofidis,,\u25bc5,6,2000
26,61,,,26.0,17.0,Ullrich Jan,22,Team Telekom,,\u25bc5,6,2000
36,63,,,26.0,,Elli Alberto,23,Team Telekom,,-,6,2000
29,113,,,24.0,,Knaven Servais,24,Farm Frites,,-,6,2000
28,173,,,23.0,,Gougot Fabrice,25,Cr\xe9dit Agricole,,-,6,2000
26,95,,,23.0,20.0,Mori Massimiliano,26,Saeco,,\u25bc6,6,2000
31,147,,,23.0,21.0,Mengin Christophe,27,La Fran\xe7aise des Jeux,,\u25bc6,6,2000
32,84,,,21.0,41.0,Chanteur Pascal,28,AG2R Prevoyance,,\u25b213,6,2000
29,12,,,20.0,,Arrieta Jose Luis,29,Banesto,,-,6,2000
29,43,,,19.0,23.0,Dekker Erik,30,Rabobank ProTeam,,\u25bc7,6,2000
25,143,,,16.0,24.0,Gwiazdowski Grzegorz,31,La Fran\xe7aise des Jeux,,\u25bc7,6,2000
31,48,,,14.0,,Wauters Marc,32,Rabobank ProTeam,,-,6,2000
28,125,,,14.0,26.0,Mattan Nico,33,Cofidis,,\u25bc7,6,2000
27,162,,,14.0,27.0,Blaudzun Michael,34,MemoryCard - Jack & Jones,,\u25bc7,6,2000
35,74,,,12.0,29.0,Fontanelli Fabiano,36,Mercatone Uno - Albacom,,\u25bc7,6,2000
31,116,,,12.0,43.0,Magnusson Glenn,37,Farm Frites,,\u25b26,6,2000
27,197,,,12.0,30.0,Perreaudeau Olivier,38,Bonjour,,\u25bc8,6,2000
31,51,,,11.0,31.0,Jalabert Laurent,39,O.N.C.E. - Deutsche Bank,,\u25bc8,6,2000
25,172,,,11.0,,B\xe4ckstedt Magnus,40,Cr\xe9dit Agricole,,-,6,2000
30,182,,,11.0,32.0,Apollonio Massimo,41,Vini Caldirola - Sidermec,,\u25bc9,6,2000
30,163,,,11.0,33.0,Hoffman Tristan,42,MemoryCard - Jack & Jones,,\u25bc9,6,2000
28,41,,,10.0,34.0,Boogerd Michael,43,Rabobank ProTeam,,\u25bc9,6,2000
23,149,,,10.0,35.0,Nazon Jean-Patrick,44,La Fran\xe7aise des Jeux,,\u25bc9,6,2000
26,134,,,10.0,36.0,Demarbaix Sebastien,45,Lotto - Adecco,,\u25bc9,6,2000
27,144,,,9.0,37.0,H\xf8j Frank,46,La Fran\xe7aise des Jeux,,\u25bc9,6,2000
26,118,,,8.0,38.0,Moerenhout Koos,47,Farm Frites,,\u25bc9,6,2000
25,52,,,6.0,39.0,Ca\xf1ada David,48,O.N.C.E. - Deutsche Bank,,\u25bc9,6,2000
34,3,,,6.0,44.0,Ekimov Viatcheslav,49,US Postal Service,,\u25bc5,6,2000
27,56,,,6.0,40.0,Luttenberger Peter,50,O.N.C.E. - Deutsche Bank,,\u25bc10,6,2000
32,11,,,5.0,42.0,Z\xfclle Alex,51,Banesto,,\u25bc9,6,2000
27,136,,,4.0,,Marichal Thierry,52,Lotto - Adecco,,-,6,2000
28,105,,,4.0,46.0,Javier Hernandez Jaime,53,Festina - Lotus,,\u25bc7,6,2000
25,121,,,4.0,45.0,Vandenbroucke Frank,54,Cofidis,,\u25bc9,6,2000
31,72,,,3.0,47.0,Borgheresi Simone,55,Mercatone Uno - Albacom,,\u25bc8,6,2000
29,167,,,3.0,,Rittsel Martin,56,MemoryCard - Jack & Jones,,-,6,2000
29,64,,,3.0,48.0,Fagnini Gian-matteo,57,Team Telekom,,\u25bc9,6,2000
24,112,,,3.0,49.0,Klier Andreas,58,Farm Frites,,\u25bc9,6,2000
29,4,,,2.0,50.0,Hamilton Tyler,59,US Postal Service,,\u25bc9,6,2000
24,123,,,2.0,51.0,Lefevre Laurent,60,Cofidis,,\u25bc9,6,2000
26,158,,,1.0,,Sacchi Fabio,61,Polti,,-,6,2000
28,42,,,1.0,52.0,Boven Jan,62,Rabobank ProTeam,,\u25bc10,6,2000
32,109,,,133.0,2.0,W\xfcst Marcel,1,Festina - Lotus,,\u25b21,7,2000
30,69,,,130.0,3.0,Zabel Erik,2,Team Telekom,,\u25b21,7,2000
28,37,,,100.0,1.0,Steels Tom,3,Mapei - Quickstep,,\u25bc2,7,2000
30,114,,,87.0,5.0,Koerts Jans,4,Farm Frites,,\u25b21,7,2000
27,181,,,82.0,8.0,Vainsteins Romans,5,Vini Caldirola - Sidermec,,\u25b23,7,2000
29,146,,,69.0,7.0,Magnien Emmanuel,6,La Fran\xe7aise des Jeux,,\u25b21,7,2000
31,39,,,64.0,12.0,Zanini Stefano,7,Mapei - Quickstep,,\u25b25,7,2000
28,117,,,62.0,6.0,McEwen Robbie,8,Farm Frites,,\u25bc2,7,2000
25,93,,,56.0,9.0,Commesso Salvatore,9,Saeco,,-,7,2000
33,135,,,55.0,10.0,Durand Jacky,10,Lotto - Adecco,,-,7,2000
24,187,,,53.0,20.0,Klemencic Zoran,11,Vini Caldirola - Sidermec,,\u25b29,7,2000
24,97,,,47.0,11.0,Pieri Dario,12,Saeco,,\u25bc1,7,2000
30,166,,,46.0,13.0,Piziks Arvis,13,MemoryCard - Jack & Jones,,-,7,2000
30,82,,,45.0,,Agnolutto Christophe,14,AG2R Prevoyance,,-,7,2000
26,49,,,45.0,14.0,Zberg Markus,15,Rabobank ProTeam,,\u25bc1,7,2000
31,199,,,45.0,15.0,Simon Fran\xe7ois,16,Bonjour,,\u25bc1,7,2000
26,196,,,37.0,16.0,Nazon Damien,17,Bonjour,,\u25bc1,7,2000
28,47,,,35.0,17.0,van Bon L\xe9on,18,Rabobank ProTeam,,\u25bc1,7,2000
30,81,,,35.0,18.0,Kirsipuu Jaan,19,AG2R Prevoyance,,\u25bc1,7,2000
26,95,,,35.0,26.0,Mori Massimiliano,20,Saeco,,\u25b26,7,2000
31,147,,,34.0,27.0,Mengin Christophe,21,La Fran\xe7aise des Jeux,,\u25b26,7,2000
28,179,,,32.0,19.0,Voigt Jens,22,Cr\xe9dit Agricole,,\u25bc3,7,2000
31,116,,,28.0,37.0,Magnusson Glenn,23,Farm Frites,,\u25b214,7,2000
32,84,,,28.0,28.0,Chanteur Pascal,24,AG2R Prevoyance,,\u25b24,7,2000
28,125,,,28.0,33.0,Mattan Nico,25,Cofidis,,\u25b28,7,2000
23,127,,,26.0,21.0,Millar David,26,Cofidis,,\u25bc5,7,2000
26,61,,,26.0,22.0,Ullrich Jan,27,Team Telekom,,\u25bc5,7,2000
36,63,,,26.0,23.0,Elli Alberto,28,Team Telekom,,\u25bc5,7,2000
29,113,,,24.0,24.0,Knaven Servais,29,Farm Frites,,\u25bc5,7,2000
28,173,,,23.0,25.0,Gougot Fabrice,30,Cr\xe9dit Agricole,,\u25bc5,7,2000
26,33,,,20.0,,Bettini Paolo,31,Mapei - Quickstep,,-,7,2000
29,12,,,20.0,29.0,Arrieta Jose Luis,32,Banesto,,\u25bc3,7,2000
29,43,,,19.0,30.0,Dekker Erik,34,Rabobank ProTeam,,\u25bc4,7,2000
29,83,,,19.0,,Aus Lauri,35,AG2R Prevoyance,,-,7,2000
28,154,,,17.0,,Cassani Enrico,36,Polti,,-,7,2000
25,143,,,16.0,31.0,Gwiazdowski Grzegorz,37,La Fran\xe7aise des Jeux,,\u25bc6,7,2000
31,48,,,14.0,32.0,Wauters Marc,38,Rabobank ProTeam,,\u25bc6,7,2000
27,162,,,14.0,34.0,Blaudzun Michael,39,MemoryCard - Jack & Jones,,\u25bc5,7,2000
26,174,,,13.0,,Hinault S\xe9bastien,40,Cr\xe9dit Agricole,,-,7,2000
35,74,,,12.0,36.0,Fontanelli Fabiano,41,Mercatone Uno - Albacom,,\u25bc5,7,2000
27,197,,,12.0,38.0,Perreaudeau Olivier,42,Bonjour,,\u25bc4,7,2000
31,51,,,11.0,39.0,Jalabert Laurent,43,O.N.C.E. - Deutsche Bank,,\u25bc4,7,2000
30,182,,,11.0,41.0,Apollonio Massimo,44,Vini Caldirola - Sidermec,,\u25bc3,7,2000
25,172,,,11.0,40.0,B\xe4ckstedt Magnus,45,Cr\xe9dit Agricole,,\u25bc5,7,2000
30,163,,,11.0,42.0,Hoffman Tristan,46,MemoryCard - Jack & Jones,,\u25bc4,7,2000
28,41,,,10.0,43.0,Boogerd Michael,47,Rabobank ProTeam,,\u25bc4,7,2000
23,149,,,10.0,44.0,Nazon Jean-Patrick,48,La Fran\xe7aise des Jeux,,\u25bc4,7,2000
26,134,,,10.0,45.0,Demarbaix Sebastien,49,Lotto - Adecco,,\u25bc4,7,2000
30,161,,,9.0,,Hamburger Bo,50,MemoryCard - Jack & Jones,,-,7,2000
27,144,,,9.0,46.0,H\xf8j Frank,51,La Fran\xe7aise des Jeux,,\u25bc5,7,2000
31,183,,,8.0,,Bortolami Gianluca,52,Vini Caldirola - Sidermec,,-,7,2000
24,112,,,8.0,58.0,Klier Andreas,53,Farm Frites,,\u25b25,7,2000
26,118,,,8.0,47.0,Moerenhout Koos,54,Farm Frites,,\u25bc7,7,2000
25,52,,,6.0,48.0,Ca\xf1ada David,55,O.N.C.E. - Deutsche Bank,,\u25bc7,7,2000
34,3,,,6.0,49.0,Ekimov Viatcheslav,56,US Postal Service,,\u25bc7,7,2000
27,56,,,6.0,50.0,Luttenberger Peter,57,O.N.C.E. - Deutsche Bank,,\u25bc7,7,2000
32,11,,,5.0,51.0,Z\xfclle Alex,58,Banesto,,\u25bc7,7,2000
30,71,,,4.0,,Pantani Marco,59,Mercatone Uno - Albacom,,-,7,2000
25,121,,,4.0,54.0,Vandenbroucke Frank,60,Cofidis,,\u25bc6,7,2000
28,105,,,4.0,53.0,Javier Hernandez Jaime,61,Festina - Lotus,,\u25bc8,7,2000
27,136,,,4.0,52.0,Marichal Thierry,62,Lotto - Adecco,,\u25bc10,7,2000
31,72,,,3.0,55.0,Borgheresi Simone,63,Mercatone Uno - Albacom,,\u25bc8,7,2000
35,156,,,3.0,,Herv\xe9 Pascal,64,Polti,,-,7,2000
29,167,,,3.0,56.0,Rittsel Martin,65,MemoryCard - Jack & Jones,,\u25bc9,7,2000
29,64,,,3.0,57.0,Fagnini Gian-matteo,66,Team Telekom,,\u25bc9,7,2000
29,4,,,2.0,59.0,Hamilton Tyler,67,US Postal Service,,\u25bc8,7,2000
31,91,,,2.0,,Dufaux Laurent,68,Saeco,,-,7,2000
27,14,,,2.0,,Garcia Jose Vicente,69,Banesto,,-,7,2000
24,123,,,2.0,60.0,Lefevre Laurent,70,Cofidis,,\u25bc10,7,2000
29,101,,,1.0,,Moreau Christophe,71,Festina - Lotus,,-,7,2000
26,158,,,1.0,61.0,Sacchi Fabio,72,Polti,,\u25bc11,7,2000
28,42,,,1.0,62.0,Boven Jan,73,Rabobank ProTeam,,\u25bc11,7,2000
32,109,,,142.0,1.0,W\xfcst Marcel,1,Festina - Lotus,,-,8,2000
30,69,,,137.0,2.0,Zabel Erik,2,Team Telekom,,-,8,2000
28,37,,,100.0,3.0,Steels Tom,3,Mapei - Quickstep,,-,8,2000
27,181,,,82.0,5.0,Vainsteins Romans,4,Vini Caldirola - Sidermec,,\u25b21,8,2000
24,97,,,75.0,12.0,Pieri Dario,5,Saeco,,\u25b27,8,2000
29,146,,,69.0,6.0,Magnien Emmanuel,6,La Fran\xe7aise des Jeux,,-,8,2000
